"Sparkle PIVOT Sample CFU plating data recording sheet. Manually enter your data in columns marked with a ⭐ (optional: †) and the other columns should auto-calculate appropriately. The data are sortable, and can be filtered using the dropdowns in each column.",,,,,,,,,,,,,,,,,,,,,
⭐,⭐,†,†,⭐,†,⭐,,⭐,⭐,⭐,⭐,⭐,†,,,,,,†,,
97EF-T19,4C FD (10/6),,"6, 7",2,,0.1,1.90,EC,2022/12/13,1.00E+07,70,81,,3.02E+10,3.11E+09,5.74E+11,5.91E+10,10.3%,"2 shiny, goopy colonies at 10^6",,
98C-T21,4C FD (10/6),,"5, 6",2,,0.1,1.90,EC,2022/12/13,1.00E+06,112,123,,4.70E+09,3.11E+08,8.93E+10,5.91E+09,6.6%,,,
98C-T22,4C FD (10/6),,"5, 6",2,,0.1,1.90,EC,2022/12/13,1.00E+06,86,81,,3.34E+09,1.41E+08,6.35E+10,2.69E+09,4.2%,,,
98C-T23,4C FD (10/6),,"6, 7",2,,0.1,1.90,EC,2022/12/13,1.00E+07,30,57,,1.74E+10,7.64E+09,3.31E+11,1.45E+11,43.9%,"2 shiny, goopy colonies at 10^6",,
95C-T17,21C FD (9/12),,"4, 5",2,,0.1,1.90,EC,2022/12/14,1.00E+05,66,59,,2.50E+08,1.98E+07,4.75E+09,3.76E+08,7.9%,11 wrinkly and 2 goopy colonies at 10^6,,
95C-T18,21C FD (9/12),,"5, 6",2,,0.1,1.90,EC,2022/12/14,1.00E+05,205,237,,8.84E+08,9.05E+07,1.68E+10,1.72E+09,10.2%,1 wrinkly colony,,
95C-T19,21C FD (9/12),,"2, 3",2,,0.1,1.90,EC,2022/12/14,1.00E+02,89,103,,3.84E+05,3.96E+04,7.30E+06,7.52E+05,10.3%,,,
95C-T20,21C FD (9/12),,"4, 5",2,,0.1,1.90,EC,2022/12/14,1.00E+04,14,8,,4.40E+06,1.70E+06,8.36E+07,3.22E+07,38.6%,1 wrinkly colony,,
95C-T21,21C FD (9/12),,"4, 5",2,,0.1,1.90,EC,2022/12/14,1.00E+04,11,15,,5.20E+06,1.13E+06,9.88E+07,2.15E+07,21.8%,,,
95C-T22,21C FD (9/12),,"3, 4",2,,0.1,1.90,EC,2022/12/14,1.00E+03,28,31,,1.18E+06,8.49E+04,2.24E+07,1.61E+06,7.2%,,,
97B-T9,21C FD (9/12),,"0, 1",2,,0.1,1.90,EC,2022/12/14,1.00E+00,256,277,,1.07E+04,5.94E+02,2.03E+05,1.13E+04,5.6%,,,
97B-T13,21C FD (9/12),,"2, 3",2,,0.1,1.90,EC,2022/12/14,1.00E+02,73,73,,2.92E+05,0.00E+00,5.55E+06,0.00E+00,0.0%,1 wrinkly colony,,
97C-T17,21C FD (9/12),,"3, 4",2,,0.1,1.90,EC,2022/12/14,1.00E+03,34,37,,1.42E+06,8.49E+04,2.70E+07,1.61E+06,6.0%,,,
95D-T27,21C FD (9/12),,"2, 3",2,,0.1,1.90,EC,2022/12/14,1.00E+03,34,43,,1.54E+06,2.55E+05,2.93E+07,4.84E+06,16.5%,,,
95D-T28,21C FD (9/12),,"0, 1",2,,0.1,1.90,EC,2022/12/14,1.00E+01,298,296,,1.19E+05,5.66E+02,2.26E+06,1.07E+04,0.5%,,,
95D-T31,21C FD (9/12),,"0, 1",2,,0.1,1.90,EC,2022/12/14,1.00E+01,101,115,,4.32E+04,3.96E+03,8.21E+05,7.52E+04,9.2%,,,
97A-T2,21C FD (9/12),,"1, 2",2,,0.1,1.90,EC,2022/12/14,1.00E+00,235,276,,1.02E+04,1.16E+03,1.94E+05,2.20E+04,11.3%,,,
97A-T4,21C FD (9/12),,"0, 1",2,,0.1,1.90,EC,2022/12/14,,,,,0.00E+00,#DIV/0!,0.00E+00,#DIV/0!,#DIV/0!,replating at 10^3 and 10^4,,
97A-T6,21C FD (9/12),,"3, 4",2,,0.1,1.90,EC,2022/12/14,1.00E+03,104,130,,4.68E+06,7.35E+05,8.89E+07,1.40E+07,15.7%,,,
97A-T7,21C FD (9/12),,"3, 4",2,,0.1,1.90,EC,2022/12/14,1.00E+03,184,186,,7.40E+06,5.66E+04,1.41E+08,1.07E+06,0.8%,,,
95C-T17,25C FD (9/12),,"4, 5",2,,0.1,1.90,EC,2022/12/15,1.00E+04,44,42,,1.72E+07,5.66E+05,3.27E+08,1.07E+07,3.3%,5 goopy colonies,,
95C-T18,25C FD (9/12),,"5, 6",2,,0.1,1.90,EC,2022/12/15,1.00E+05,31,61,,1.84E+08,8.49E+07,3.50E+09,1.61E+09,46.1%,2 goopy colonies,,
95C-T19,25C FD (9/12),,"3, 4",2,,0.1,1.90,EC,2022/12/15,1.00E+03,44,53,,1.94E+06,2.55E+05,3.69E+07,4.84E+06,13.1%,,,
95C-T20,25C FD (9/12),,"4, 5",2,,0.1,1.90,EC,2022/12/15,1.00E+04,14,21,,7.00E+06,1.98E+06,1.33E+08,3.76E+07,28.3%,,,
95C-T21,25C FD (9/12),,"4, 5",2,,0.1,1.90,EC,2022/12/15,1.00E+04,120,137,,5.14E+07,4.81E+06,9.77E+08,9.14E+07,9.4%,,,
95C-T22,25C FD (9/12),,"4, 5",2,,0.1,1.90,EC,2022/12/15,1.00E+04,20,18,,7.60E+06,5.66E+05,1.44E+08,1.07E+07,7.4%,,,
95D-T27,25C FD (9/12),,"2, 3",2,,0.1,1.90,EC,2022/12/15,1.00E+02,171,163,,6.68E+05,2.26E+04,1.27E+07,4.30E+05,3.4%,,,
95D-T28,25C FD (9/12),,"2, 3",2,,0.1,1.90,EC,2022/12/15,1.00E+02,39,50,,1.78E+05,3.11E+04,3.38E+06,5.91E+05,17.5%,,,
95D-T31,25C FD (9/12),,"1, 2",2,,0.1,1.90,EC,2022/12/15,1.00E+01,27,26,,1.06E+04,2.83E+02,2.01E+05,5.37E+03,2.7%,,,
97B-T13,25C FD (9/12),,"2, 3",2,,0.1,1.90,EC,2022/12/15,1.00E+03,89,63,,3.04E+06,7.35E+05,5.78E+07,1.40E+07,24.2%,2 goopy colonies,,
97A-T2,25C FD (9/12),,"1, 2",2,,0.1,1.90,EC,2022/12/15,1.00E+01,20,22,,8.40E+03,5.66E+02,1.60E+05,1.07E+04,6.7%,,,
97A-T4,25C FD (9/12),,"3, 4",2,,0.1,1.90,EC,2022/12/15,1.00E+04,1096,1065,,4.32E+08,8.77E+06,8.21E+09,1.67E+08,2.0%,26 goopy colonies at 10^3 and 6 goopy colonies at 10^4,,
97A-T6,25C FD (9/12),,"3, 4",2,,0.1,1.90,EC,2022/12/15,1.00E+03,163,169,,6.64E+06,1.70E+05,1.26E+08,3.22E+06,2.6%,1 goopy colony at 10^3,,
97A-T7,25C FD (9/12),,"3, 4",2,,0.1,1.90,EC,2022/12/15,1.00E+03,244,263,,1.01E+07,5.37E+05,1.93E+08,1.02E+07,5.3%,1 goopy colony ,,
95D-T27,4C FD (9/12),,"4, 5",2,,0.1,1.90,EC,2022/12/16,1.00E+05,380,397,,1.55E+09,4.81E+07,2.95E+10,9.14E+08,3.1%,,,
95D-T28,4C FD (9/12),,"4, 5",2,,0.1,1.90,EC,2022/12/16,1.00E+05,70,88,,3.16E+08,5.09E+07,6.00E+09,9.67E+08,16.1%,,,
95D-T31,4C FD (9/12),,"5, 6",2,,0.1,1.90,EC,2022/12/16,1.00E+06,49,79,,2.56E+09,8.49E+08,4.86E+10,1.61E+10,33.1%,,,
97A-T2,4C FD (9/12),,"3, 4",2,,0.1,1.90,EC,2022/12/16,1.00E+04,635,607,,2.48E+08,7.92E+06,4.72E+09,1.50E+08,3.2%,,,
97A-T3,4C FD (9/12),,"5, 6",2,,0.1,1.90,EC,2022/12/16,1.00E+06,59,43,,2.04E+09,4.53E+08,3.88E+10,8.60E+09,22.2%,,,
97A-T4,4C FD (9/12),,"6, 7",2,,0.1,1.90,EC,2022/12/16,1.00E+06,188,220,,8.16E+09,9.05E+08,1.55E+11,1.72E+10,11.1%,,,
97A-T6,4C FD (9/12),,"6, 7",2,,0.1,1.90,EC,2022/12/16,1.00E+06,182,183,,7.30E+09,2.83E+07,1.39E+11,5.37E+08,0.4%,,,
97A-T7,4C FD (9/12),,"5, 6",2,,0.1,1.90,EC,2022/12/16,1.00E+06,197,221,,8.36E+09,6.79E+08,1.59E+11,1.29E+10,8.1%,2 goopy colonies at 10^5,,
95C-T17,4C FD (9/12),,"6, 7",2,,0.1,1.90,EC,2022/12/16,1.00E+06,216,231,,8.94E+09,4.24E+08,1.70E+11,8.06E+09,4.7%,,,
95C-T18,4C FD (9/12),,"6, 7",2,,0.1,1.90,EC,2022/12/16,1.00E+07,39,37,,1.52E+10,5.66E+08,2.89E+11,1.07E+10,3.7%,1 goopy colony at 10^6,,
95C-T19,4C FD (9/12),,"5, 6",2,,0.1,1.90,EC,2022/12/16,1.00E+06,87,94,,3.62E+09,1.98E+08,6.88E+10,3.76E+09,5.5%,,,
95C-T21,4C FD (9/12),,"6, 7",2,,0.1,1.90,EC,2022/12/16,1.00E+07,42,51,,1.86E+10,2.55E+09,3.53E+11,4.84E+10,13.7%,1 goopy colony at 10^6 and 10^7,,
95C-T22,4C FD (9/12),,"6, 7",2,,0.1,1.90,EC,2022/12/16,1.00E+07,37,34,,1.42E+10,8.49E+08,2.70E+11,1.61E+10,6.0%,,,
97B-T9,4C FD (9/12),,"5, 6",2,,0.1,1.90,EC,2022/12/16,1.00E+06,95,93,,3.76E+09,5.66E+07,7.14E+10,1.07E+09,1.5%,,,
97B-T13,4C FD (9/12),,"6, 7",2,,0.1,1.90,EC,2022/12/16,1.00E+07,46,51,,1.94E+10,1.41E+09,3.69E+11,2.69E+10,7.3%,,,
150A-T2,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2022/12/20,1.00E+06,225,260,,9.70E+09,9.90E+08,1.84E+11,1.88E+10,10.2%,,,
150A-T2,Bulked ,,"6, 7",2,,0.3,5.70,EC,2022/12/20,1.00E+06,191,192,,7.66E+09,2.83E+07,1.46E+11,5.37E+08,0.4%,Please re-plate this sample,,
150A-T3,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2022/12/20,1.00E+06,84,90,,3.48E+09,1.70E+08,6.61E+10,3.22E+09,4.9%,,,
150A-T3,Bulked ,,"6, 7",2,,0.3,5.70,EC,2022/12/20,1.00E+06,35,51,,1.72E+09,4.53E+08,3.27E+10,8.60E+09,26.3%,,,
150A-T4,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2022/12/20,1.00E+07,34,49,,1.66E+10,4.24E+09,3.15E+11,8.06E+10,25.6%,,,
150A-T4,Bulked ,,"6, 7",2,,0.3,5.70,EC,2022/12/20,1.00E+06,189,199,,7.76E+09,2.83E+08,1.47E+11,5.37E+09,3.6%,,,
150A-T2,54C,,"2, 4, 6",2,,0.3,5.70,EC,2022/12/21,1.00E+04,50,51,,2.02E+07,2.83E+05,3.84E+08,5.37E+06,1.4%,,,
150A-T3,54C,,"2, 4, 6",2,,0.3,5.70,EC,2022/12/21,1.00E+04,32,30,,1.24E+07,5.66E+05,2.36E+08,1.07E+07,4.6%,,,
150A-T4,54C,,"2, 4, 6",2,,0.3,5.70,EC,2022/12/21,1.00E+06,59,62,,2.42E+09,8.49E+07,4.60E+10,1.61E+09,3.5%,,,
T1,21C,,"6, 7",2,,0.3,5.70,EC,2022/12/21,1.00E+07,36,32,,1.36E+10,1.13E+09,2.58E+11,2.15E+10,8.3%,"Water Activity= 0.207, please re-plate this sample",,
T2,21C,,"6, 7",2,,0.3,5.70,EC,2022/12/21,1.00E+06,128,122,,5.00E+09,1.70E+08,9.50E+10,3.22E+09,3.4%,Water Activity= 0.153,,
T3,21C,,"6, 7",2,,0.3,5.70,EC,2022/12/21,1.00E+06,80,68,,2.96E+09,3.39E+08,5.62E+10,6.45E+09,11.5%,Water Activity= 0.268,,
T4,21C,,"6, 7",2,,0.3,5.70,EC,2022/12/21,1.00E+06,38,33,,1.42E+09,1.41E+08,2.70E+10,2.69E+09,10.0%,Water Activity= 0.265,,
T5,21C,,"6, 7",2,,0.3,5.70,EC,2022/12/21,1.00E+06,53,66,,2.38E+09,3.68E+08,4.52E+10,6.99E+09,15.4%,Water Activity= 0.221,,
T6,21C,,"6, 7",2,,0.3,5.70,EC,2022/12/21,1.00E+06,53,43,,1.92E+09,2.83E+08,3.65E+10,5.37E+09,14.7%,Water Activity= 0.257,,
T7,21C,,"6, 7",2,,0.3,5.70,EC,2022/12/21,1.00E+06,46,58,,2.08E+09,3.39E+08,3.95E+10,6.45E+09,16.3%,Water Activity= 0.246,,
22GA0040,10% MS 25C,,,3,,0.3,5.70,EC,2022/12/21,1.00E+04,204,245,210,8.79E+07,8.86E+06,1.67E+09,1.68E+08,10.1%,,,
22GA0040,2%CaCl2 25C,,,3,,0.3,5.70,EC,2022/12/21,1.00E+05,65,55,53,2.31E+08,2.57E+07,4.38E+09,4.89E+08,11.1%,,,
22GA0057,10% MS 25C,,,3,,0.3,5.70,EC,2022/12/21,1.00E+03,160,168,201,7.05E+06,8.69E+05,1.34E+08,1.65E+07,12.3%,,,
22GA0057,2%CaCl2 25C,,,3,,0.3,5.70,EC,2022/12/21,1.00E+03,166,172,178,6.88E+06,2.40E+05,1.31E+08,4.56E+06,3.5%,,,
22GA0137,No DS 21C,,,3,,0.3,5.70,EC,2022/12/21,1.00E+05,35,43,44,1.63E+08,1.97E+07,3.09E+09,3.75E+08,12.1%,,,
22GA0015,10% MS 25C,,,3,,0.3,5.70,EC,2022/12/21,1.00E+03,252,260,222,9.79E+06,8.01E+05,1.86E+08,1.52E+07,8.2%,,,
FDL-105B-T05,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/03,1.00E+06,43,64,,2.14E+09,5.94E+08,4.07E+10,1.13E+10,27.8%,,,
FDL-105B-T06,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/03,1.00E+06,91,85,,3.52E+09,1.70E+08,6.69E+10,3.22E+09,4.8%,,,
FDL-105B-T07,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/03,1.00E+07,40,39,,1.58E+10,2.83E+08,3.00E+11,5.37E+09,1.8%,,,
FDL-105B-T09,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/03,1.00E+06,85,70,,3.10E+09,4.24E+08,5.89E+10,8.06E+09,13.7%,,,
FDL-105B-T10,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/03,1.00E+07,78,90,,3.36E+10,3.39E+09,6.38E+11,6.45E+10,10.1%,,,
FDL-105B-T11,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/03,1.00E+07,49,60,,2.18E+10,3.11E+09,4.14E+11,5.91E+10,14.3%,,,
FDL-105B-T12,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/03,1.00E+06,135,125,,5.20E+09,2.83E+08,9.88E+10,5.37E+09,5.4%,,,
FDL-105B-T05,Bulked Powder,,"6, 7",2,,0.3,5.70,EC,2023/01/04,1.00E+06,19,16,,7.00E+08,8.49E+07,1.33E+10,1.61E+09,12.1%,Water Activity= 0.337,,
FDL-105B-T06,Bulked Powder,,"6, 7",2,,0.3,5.70,EC,2023/01/04,1.00E+06,49,62,,2.22E+09,3.68E+08,4.22E+10,6.99E+09,16.6%,Water Activity= 0.381,,
FDL-105B-T07,Bulked Powder,,"6, 7",2,,0.3,5.70,EC,2023/01/04,1.00E+06,15,12,,5.40E+08,8.49E+07,1.03E+10,1.61E+09,15.7%,Water Activity= 0.405,,
FDL-105B-T09,Bulked Powder,,"6, 7",2,,0.3,5.70,EC,2023/01/04,1.00E+06,40,54,,1.88E+09,3.96E+08,3.57E+10,7.52E+09,21.1%,Water Activity= 0.334,,
FDL-105B-T10,Bulked Powder,,"6, 7",2,,0.3,5.70,EC,2023/01/04,1.00E+07,41,32,,1.46E+10,2.55E+09,2.77E+11,4.84E+10,17.4%,Water Activity= 0.367,,
FDL-105B-T11,Bulked Powder,,"6, 7",2,,0.3,5.70,EC,2023/01/04,1.00E+07,33,28,,1.22E+10,1.41E+09,2.32E+11,2.69E+10,11.6%,Water Activity= 0.368,,
FDL-105B-T12,Bulked Powder,,"6, 7",2,,0.3,5.70,EC,2023/01/04,1.00E+06,46,58,,2.08E+09,3.39E+08,3.95E+10,6.45E+09,16.3%,Water Activity= 0.343,,
22GA0040,2% CaCl2,,"4, 5",2,,0.1,1.90,EC,2023/01/05,1.00E+05,41,37,,1.56E+08,1.13E+07,2.96E+09,2.15E+08,7.3%,,,
22GA0040,10% MS,,"4, 5",2,,0.1,1.90,EC,2023/01/05,1.00E+04,184,212,,7.92E+07,7.92E+06,1.50E+09,1.50E+08,10.0%,,,
22GA0078,2% CaCl2,,"4, 5, 6",2,,0.1,1.90,EC,2023/01/05,1.00E+06,40,45,,1.70E+09,1.41E+08,3.23E+10,2.69E+09,8.3%,,,
22GA0078,10% MS,,"4, 5, 6",2,,0.1,1.90,EC,2023/01/05,1.00E+06,37,31,,1.36E+09,1.70E+08,2.58E+10,3.22E+09,12.5%,,,
22GA0079,2% CaCl2,,"4, 5, 6",2,,0.1,1.90,EC,2023/01/05,1.00E+05,117,135,,5.04E+08,5.09E+07,9.58E+09,9.67E+08,10.1%,,,
22GA0079,10% MS,,"4, 5, 6",2,,0.1,1.90,EC,2023/01/05,1.00E+05,76,92,,3.36E+08,4.53E+07,6.38E+09,8.60E+08,13.5%,,,
IFF09152022-2 T1,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/05,1.00E+06,210,190,,8.00E+09,5.66E+08,1.52E+11,1.07E+10,7.1%,Water Activity= 0.272,,
IFF09152022-2 T2,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/05,1.00E+06,236,213,,8.98E+09,6.51E+08,1.71E+11,1.24E+10,7.2%,Water Activity= 0.186,,
IFF09152022-2 T3,4C,,"6, 7",2,,0.3,5.70,EC,2023/01/05,1.00E+07,36,32,,1.36E+10,1.13E+09,2.58E+11,2.15E+10,8.3%,,,
IFF09152022-2 T4,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/05,1.00E+06,83,71,,3.08E+09,3.39E+08,5.85E+10,6.45E+09,11.0%,Water Activity= 0.279,,
IFF09152022-3 T1,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/05,1.00E+06,75,87,,3.24E+09,3.39E+08,6.16E+10,6.45E+09,10.5%,Water Activity= 0.238,,
IFF09152022-3 T2,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/05,1.00E+06,111,114,,4.50E+09,8.49E+07,8.55E+10,1.61E+09,1.9%,Water Activity= 0.165,,
IFF09152022-3 T3,4C,,"6, 7",2,,0.3,5.70,EC,2023/01/05,1.00E+07,36,41,,1.54E+10,1.41E+09,2.93E+11,2.69E+10,9.2%,,,
IFF09152022-3 T4,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/05,1.00E+06,39,31,,1.40E+09,2.26E+08,2.66E+10,4.30E+09,16.2%,Water Activity= 0.278,,
IFF10202022-1 T1,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/05,1.00E+06,100,28,,2.56E+09,2.04E+09,4.86E+10,3.87E+10,79.5%,Water Activity= 0.367,,
IFF10202022-1 T2,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/05,1.00E+06,39,40,,1.58E+09,2.83E+07,3.00E+10,5.37E+08,1.8%,Water Activity= 0.305,,
IFF10202022-1 T3,4C,,"6, 7",2,,0.3,5.70,EC,2023/01/05,1.00E+06,222,485,,1.41E+10,7.44E+09,2.69E+11,1.41E+11,52.6%,,,
IFF10202022-1 T4,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/05,1.00E+06,15,19,,6.80E+08,1.13E+08,1.29E+10,2.15E+09,16.6%,Water Activity= 0.319,,
IFF10202022-2 T1,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/05,1.00E+06,0,1,,2.00E+07,2.83E+07,3.80E+08,5.37E+08,141.4%,Water Activity= 0.330,,
IFF10202022-2 T2,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/05,1.00E+06,5,4,,1.80E+08,2.83E+07,3.42E+09,5.37E+08,15.7%,Water Activity= 0.271,,
IFF10202022-2 T3,4C,,"6, 7",2,,0.3,5.70,EC,2023/01/05,1.00E+06,177,185,,7.24E+09,2.26E+08,1.38E+11,4.30E+09,3.1%,,,
IFF10202022-2 T4,21C,,"6, 7",2,,0.3,5.70,EC,2023/01/05,1.00E+06,1,0,,2.00E+07,2.83E+07,3.80E+08,5.37E+08,141.4%,Water Activity= 0.307,,
FDL-150A-T02,Bulked Powder,,"6, 7",2,,0.3,5.70,EC,2023/01/05,1.00E+06,71,62,,2.66E+09,2.55E+08,5.05E+10,4.84E+09,9.6%,,,
IFF09152022-1-T01,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/05,1.00E+06,76,77,,3.06E+09,2.83E+07,5.81E+10,5.37E+08,0.9%,,,
IFF09152022,"Sample 1, KLUB PVT40",,"5, 6, 7",3,,0.3,5.70,EC,2023/01/06,1.00E+06,106,113,99,4.24E+09,2.80E+08,8.06E+10,5.32E+09,6.6%,,,
IFF09152022,"Sample 2, KOKO PVT70",,"5, 6, 7",3,,0.3,5.70,EC,2023/01/06,1.00E+06,33,36,32,1.35E+09,8.33E+07,2.56E+10,1.58E+09,6.2%,,,
FDL-105B-T07,Pellet As is ,,"5, 6, 7",3,,0.3,5.70,EC,2023/01/09,1.00E+06,49,41,59,1.99E+09,3.61E+08,3.77E+10,6.85E+09,18.2%,,,
FDL-105C-T13,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/11,1.00E+07,39,48,,1.74E+10,2.55E+09,3.31E+11,4.84E+10,14.6%,,,
FDL-105C-T14,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/11,1.00E+07,94,99,,3.86E+10,1.41E+09,7.33E+11,2.69E+10,3.7%,,,
FDL-105C-T15,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/11,1.00E+06,171,189,,7.20E+09,5.09E+08,1.37E+11,9.67E+09,7.1%,,,
FDL-105C-T16,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/11,1.00E+07,56,70,,2.52E+10,3.96E+09,4.79E+11,7.52E+10,15.7%,,,
FDL-105C-T17,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/11,1.00E+06,145,142,,5.74E+09,8.49E+07,1.09E+11,1.61E+09,1.5%,,,
FDL-105C-T18,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/11,1.00E+07,53,57,,2.20E+10,1.13E+09,4.18E+11,2.15E+10,5.1%,,,
FDL-105D-T19,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/11,1.00E+07,45,51,,1.92E+10,1.70E+09,3.65E+11,3.22E+10,8.8%,,,
FDL-105D-T20,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/11,1.00E+07,72,76,,2.96E+10,1.13E+09,5.62E+11,2.15E+10,3.8%,,,
FDL-105D-T21,Pellet As is ,,"6, 7",2,,0.3,5.70,EC,2023/01/11,1.00E+06,62,72,,2.68E+09,2.83E+08,5.09E+10,5.37E+09,10.6%,,,
FDL-105C-T13,Bulked Powder,,"6, 7",2,,0.3,5.70,EC,2023/01/13,1.00E+07,29,30,,1.18E+10,2.83E+08,2.24E+11,5.37E+09,2.4%,,,
FDL-105C-T14,Bulked Powder,,"6, 7",2,,0.3,5.70,EC,2023/01/13,1.00E+07,79,68,,2.94E+10,3.11E+09,5.59E+11,5.91E+10,10.6%,,,
FDL-105C-T15,Bulked Powder,,"6, 7",2,,0.3,5.70,EC,2023/01/13,1.00E+06,111,114,,4.50E+09,8.49E+07,8.55E+10,1.61E+09,1.9%,,,
FDL-105C-T16,Bulked Powder,,"6, 7",2,,0.3,5.70,EC,2023/01/13,1.00E+06,288,275,,1.13E+10,3.68E+08,2.14E+11,6.99E+09,3.3%,,,
FDL-105C-T17,Bulked Powder,,"6, 7",2,,0.3,5.70,EC,2023/01/13,1.00E+06,102,111,,4.26E+09,2.55E+08,8.09E+10,4.84E+09,6.0%,,,
FDL-105C-T18,Bulked Powder,,"6, 7",2,,0.3,5.70,EC,2023/01/13,1.00E+07,32,30,,1.24E+10,5.66E+08,2.36E+11,1.07E+10,4.6%,,,
FDL-105D-T19,Bulked Powder,,"6, 7",2,,0.3,5.70,EC,2023/01/13,1.00E+07,37,36,,1.46E+10,2.83E+08,2.77E+11,5.37E+09,1.9%,,,
FDL-105D-T20,Bulked Powder,,"6, 7",2,,0.3,5.70,EC,2023/01/13,1.00E+07,31,30,,1.22E+10,2.83E+08,2.32E+11,5.37E+09,2.3%,,,
FDL-105D-T21,Bulked Powder,,"6, 7",2,,0.3,5.70,EC,2023/01/13,1.00E+06,49,58,,2.14E+09,2.55E+08,4.07E+10,4.84E+09,11.9%,,,
FDL-105A-T2,"21C, Pellet As Is",,"6, 7",2,,0.3,5.70,EC,2023/01/17,1.00E+06,54,57,,2.22E+09,8.49E+07,4.22E+10,1.61E+09,3.8%,Water Activity= 0.216,,
FDL-105A-T3,"21C, Pellet As Is",,"6, 7",2,,0.3,5.70,EC,2023/01/17,1.00E+06,64,74,,2.76E+09,2.83E+08,5.24E+10,5.37E+09,10.2%,Water Activity= 0.259,,
FDL-105A-T4,"21C, Pellet As Is",,"6, 7",2,,0.3,5.70,EC,2023/01/17,1.00E+06,44,58,,2.04E+09,3.96E+08,3.88E+10,7.52E+09,19.4%,Water Activity= 0.168,,
FDL-105A-T2,"21C, Milled Powder",,"6, 7",2,,0.3,5.70,EC,2023/01/17,1.00E+06,46,62,,2.16E+09,4.53E+08,4.10E+10,8.60E+09,21.0%,Water Activity= 0.222,,
FDL-105A-T3,"21C, Milled Powder",,"6, 7",2,,0.3,5.70,EC,2023/01/17,1.00E+06,77,52,,2.58E+09,7.07E+08,4.90E+10,1.34E+10,27.4%,Water Activity= 0.267,,
FDL-105A-T4,"21C, Milled Powder",,"6, 7",2,,0.3,5.70,EC,2023/01/17,1.00E+06,53,47,,2.00E+09,1.70E+08,3.80E+10,3.22E+09,8.5%,Water Activity= 0.221,,
FDL-105A-T2,"21C, Bulked Pwder ",,"6, 7",2,,0.3,5.70,EC,2023/01/17,1.00E+06,27,31,,1.16E+09,1.13E+08,2.20E+10,2.15E+09,9.8%,Water Activity= 0.238,,
FDL-105A-T3,"21C, Bulked Pwder ",,"6, 7",2,,0.3,5.70,EC,2023/01/17,1.00E+06,64,76,,2.80E+09,3.39E+08,5.32E+10,6.45E+09,12.1%,Water Activity= 0.279,,
FDL-105A-T4,"21C, Bulked Pwder ",,"6, 7",2,,0.3,5.70,EC,2023/01/17,1.00E+06,30,28,,1.16E+09,5.66E+07,2.20E+10,1.07E+09,4.9%,Water Activity= 0.255,,
FDL-105A-T2,"4C, Pellet As Is",,"6, 7",2,,0.3,5.70,EC,2023/01/17,1.00E+07,42,34,,1.52E+10,2.26E+09,2.89E+11,4.30E+10,14.9%,,,
FDL-105A-T3,"4C, Pellet As Is",,"6, 7",2,,0.3,5.70,EC,2023/01/17,1.00E+06,105,99,,4.08E+09,1.70E+08,7.75E+10,3.22E+09,4.2%,,,
FDL-105A-T4,"4C, Pellet As Is",,"6, 7",2,,0.3,5.70,EC,2023/01/17,1.00E+07,41,33,,1.48E+10,2.26E+09,2.81E+11,4.30E+10,15.3%,,,
FDL-105A-T2,"4C, Bulked Powder",,"6, 7",2,,0.3,5.70,EC,2023/01/17,1.00E+06,178,167,,6.90E+09,3.11E+08,1.31E+11,5.91E+09,4.5%,,,
FDL-105A-T3,"4C, Bulked Powder",,"6, 7",2,,0.3,5.70,EC,2023/01/17,1.00E+06,39,31,,1.40E+09,2.26E+08,2.66E+10,4.30E+09,16.2%,,,
